name,school,subschool,descriptor,spell_level,casting_time,components,costly_components,range,area,effect,targets,duration,dismissible,shapeable,saving_throw,spell_resistance,description,source
Proyección astral,Nigromancia,,,"Clérigo 9, Oráculo 9, Hechicero 9, Mago 9, Bruja 9, Psíquico 9",30 minutos,"V, S, M (1.000 gp de jacinto)",1,Toque,,,tú más una criatura adicional dispuesta a tocar por cada dos niveles de lanzador,Ver texto,0,0,ninguno,Sí,"Al liberar tu espíritu de tu cuerpo físico, este hechizo te permite proyectar un cuerpo astral en otro plano por completo. Puedes llevar contigo las formas astrales de otras criaturas dispuestas, siempre que estos sujetos estén enlazados en círculo contigo en el momento del lanzamiento. Estos compañeros de viaje dependen de ti y deben acompañarte en todo momento. Si te ocurre algo durante el viaje, tus compañeros quedan varados donde los dejaste. Proyectas tu yo astral sobre el Plano Astral, dejando tu cuerpo físico en el Plano Material en un estado de animación suspendida. El hechizo proyecta una copia astral de ti y de todo lo que llevas o llevas al Plano Astral. Dado que el Plano Astral toca otros planos, puedes viajar astralmente a cualquiera de estos otros planos como quieras. Para entrar en uno, sales del Plano Astral, formando un nuevo cuerpo físico (y equipo) en el plano de existencia al que has elegido entrar. Mientras estás en el Plano Astral, tu cuerpo astral está conectado en todo momento a tu cuerpo físico por un cordón incorpóreo plateado. Si el cordón se rompe, mueres, tanto astral como físicamente. Por suerte, muy pocas cosas pueden destruir un cordón plateado. Cuando se forma un segundo cuerpo en un plano diferente, el cordón plateado permanece invisible y unido al nuevo cuerpo. Si el segundo cuerpo o la forma astral es destruido, el cordón simplemente regresa a tu cuerpo, donde descansa en el Plano Material, reviviendo así su estado de animación suspendida. Sin embargo, esto es un asunto traumático, y obtienes dos niveles negativos permanentes si tu segundo cuerpo o forma astral es destruido. Aunque las proyecciones astrales pueden funcionar en el Plano Astral, sus acciones afectan solo a las criaturas que existen en el Plano Astral; un cuerpo físico debe materializarse en otros planos. Tú y tus compañeros podéis viajar indefinidamente por el Plano Astral. Vuestros cuerpos simplemente esperan atrás en un estado de animación suspendida hasta que decidís devolverles vuestros espíritus. El hechizo dura hasta que deseas terminarlo, o hasta que se termina por algún medio externo, como disipar magia lanzada sobre el cuerpo físico o la forma astral, la ruptura del cordón plateado o la destrucción de tu cuerpo de nuevo en el Plano Material (que te mata). Cuando termina este hechizo, tu cuerpo astral y todo su equipo desaparecen.",PFRPG Core
Expiación,Abjuración,,,"Clérigo 5, Oráculo 5, Druida 5, Inquisidor 5",1 hora,"V, S, M (incienso quemado), F (un conjunto de cuentas de oración u otro dispositivo de oración que valga al menos 500 gp), DF",1,Toque,,,Ser vivo tocado,instantáneo,0,0,ninguno,Sí,"Este hechizo elimina la carga de las malas acciones del sujeto. La criatura que busca expiación debe estar verdaderamente arrepentida y desear corregir sus malas acciones. Si la criatura expiatoria cometió el acto malvado sin saberlo o bajo algún tipo de compulsión, la expiación funciona normalmente sin costo para ti. Sin embargo, en el caso de una criatura que expie fechorías deliberadas, debes interceder ante tu deidad (lo que requiere gastar 2.500 gp en incienso raro y ofrendas). La expiación puede lanzarse para uno de varios propósitos, dependiendo de la versión seleccionada. Cambio inverso de alineación mágica: Si una criatura ha tenido su alineación mágicamente modificada, la expiación devuelve su alineación a su estado original sin coste adicional. Restaurar clase: Un paladín, u otra clase, que ha perdido sus características de clase por violar las restricciones de alineación de su clase puede recuperar sus características de clase gracias a este hechizo. Restaurar poderes de hechizos de clérigo o druida: Un clérigo o druida que haya perdido la capacidad de lanzar hechizos al incurrir en la ira de su deidad puede recuperar esa habilidad buscando expiación de otro clérigo de la misma deidad o de otro druida. Si la transgresión fue intencionada, el clérigo que lanza el conjuro debe gastar 2.500 po en incienso raro y ofrendas por la intercesión de su dios. Redención o Tentación: Puedes lanzar este hechizo sobre una criatura de alineamiento opuesto para ofrecerle la oportunidad de cambiar su alineación y igualar la tuya. El sujeto potencial debe estar presente durante todo el proceso de casting. Al completar el hechizo, el sujeto elige libremente si conserva su alineación original o acepta tu oferta y cambia tu alineación. Ninguna coacción, compulsión ni influencia mágica puede obligar al sujeto a aprovechar la oportunidad que se le ofrece si no está dispuesto a abandonar su antigua alineación. Este uso del hechizo no funciona contra forasteros ni con ninguna criatura incapaz de cambiar su alineación de forma natural. Aunque el hechizo DESCRIPCIÓN se refiere a actos malignos, la expiación puede usarse en cualquier criatura que haya realizado actos contrarios a su alineación, independientemente de la alineación real en cuestión. Nota: Normalmente, cambiar la alineación depende del jugador. Este uso de la expiación ofrece un método para que un personaje cambie su alineamiento de forma drástica, repentina y definitiva.",PFRPG Core
Augurio,Adivinación,,,"Clérigo 2, Oráculo 2, Bruja 2, Chamán 2, Ocultista 2, Psíquico 2, Espiritualista 2, Medium 2",1 minuto,"V, S, M (incienso que vale al menos 25 po), F (un conjunto de palos o huesos marcados que valen al menos 25 po)",1,Vida personal,,,tú,instantáneo,0,0,,,"Un augurio puede indicarte si una acción concreta te traerá buenos o malos resultados en el futuro inmediato. La probabilidad base de recibir una respuesta significativa es del 70% + 1% por nivel de lanzador, hasta un máximo del 90%; Esta tirada se hace en secreto. Una pregunta puede ser tan sencilla que un resultado exitoso es automático, o tan vago que no tiene ninguna posibilidad de éxito. Si el augurio tiene éxito, obtienes uno de cuatro resultados: Bienestar (si la acción probablemente traerá buenos resultados). Pobre (por malos resultados). Buenos y desgracias (para ambos). Nada (para acciones que no tienen resultados especialmente buenos o malos). Si el hechizo falla, obtienes el resultado de ""nada"". Un clérigo que obtiene el resultado de ""nada"" no tiene forma de saber si fue consecuencia de un augurio fallido o exitoso. El augurio solo puede ver el futuro en unos treinta minutos, así que cualquier cosa que pueda ocurrir después no afecta al resultado. Así, el resultado podría no tener en cuenta las consecuencias a largo plazo de una acción contemplada. Todos los augurios lanzados por la misma persona sobre el mismo tema usan el mismo resultado de dado que en la primera lanzamiento.",PFRPG Core
Despierta,Transmutación,,,"Druida 5, Chamán 6",24 horas,"V, S, M (hierbas y aceites valorados en 2.000 gp), DF",1,Toque,,,Animal o árbol tocados,instantáneo,0,0,La voluntad niega,Sí,"Despiertas a un árbol o animal a una conciencia similar a la humana. Para tener éxito, debes hacer una tirada de Voluntad (CD 10 + la Fuerza Dura actual del animal, o la Fuerza Fuerte que tendrá el árbol una vez despertado). El animal o árbol despertado es amigable contigo. No tienes empatía ni conexión especial con una criatura que despiertas, aunque te sirve en tareas o esfuerzos específicos si le comunicas tus deseos. Si lanzas despertar de nuevo, cualquier criatura previamente despertada sigue siendo amigable contigo, pero ya no realiza tareas por ti a menos que sea lo mejor para ellos. Un árbol despertado tiene características como si fuera un objeto animado, salvo que obtiene el tipo planta y sus puntuaciones de Inteligencia, Sabiduría y Carisma son cada una de 3d6. Una planta despertada adquiere la capacidad de mover sus extremidades, raíces, enredaderas, enredaderas, etc., y tiene sentidos similares a los de un humano. Un animal despertado obtiene 3d6 de Inteligencia, +1d3 de Carisma y +2 de Vida de Vida. Su tipo es bestia mágica (animal aumentado). Un animal despertado no puede servir como compañero animal, familiar o montura especial. Un árbol o animal despertado puede hablar un idioma que conozcas, además de un idioma adicional que conozcas por cada punto de bonificación de Inteligencia (si es que hay alguno). Este hechizo no funciona sobre un animal o planta con una Inteligencia superior a 2.",PFRPG Core
Bane,Encantamiento,Compulsión,"miedo, afecta la mente","Antipaladín 1, Clérigo 1, Oráculo 1, Inquisidor 1, Chamán 1, Mesmerista 1",1 Acción estándar,"V, S, DF",0,50 pies.,"Ráfaga de radio de 50 pies, centrada en ti",,,1 min./nivel,0,0,La voluntad niega,Sí,Bane llena a tus enemigos de miedo y duda. Cada criatura afectada recibe una penalización de -1 en tiradas de ataque y una penalización de -1 en tiradas de salvación contra efectos de miedo. Bane contraataca y disipa Bendición.,PFRPG Core
Destierro,Abjuración,,,"Clérigo 6, Oráculo 6, Hechicero 7, Mago 7, Invocador 5, Inquisidor 5, Chamán 6, Psíquico 7, Espiritualista 6, Invocador Desencadenado 6",1 Acción estándar,"V, S, F (ver texto)",0,Cierre (25 pies + 5 pies/2 niveles),,,"una o más criaturas extraplanares, ninguna de las cuales puede estar separada por más de 30 pies",instantáneo,0,0,La voluntad niega,Sí,"Un hechizo de destierro es una versión más poderosa del hechizo de despido. Te permite expulsar a criaturas extraplanares de tu plano de origen. Se pueden desterrar hasta 2 dados de vida de criaturas por nivel de lanzador. Puedes mejorar las probabilidades de éxito del hechizo presentando al menos un objeto o sustancia que el objetivo odie, tema o rechaza de alguna manera. Por cada objeto o sustancia de este tipo, ganas un bono de +1 en tu tirada de nivel de lanzador para superar la Resistencia a Hechizos del objetivo (si la tienes), y la CD de tirada de salvación aumenta en 2. Ciertos objetos raros pueden funcionar el doble de bien que un objeto normal para los efectos de las bonificaciones (cada uno proporcionando un +2 en la tirada de nivel de lanzador contra Resistencia a Hechizos y aumentando la CD de salvación en 4).",PFRPG Core
Piel de corteza,Transmutación,,,"Druida 2, Explorador 2, Invocador 2, Invocador Desencadenado 2, Alquimista 2, Chamán 2",1 Acción estándar,"V, S, DF",0,Toque,,,Ser vivo tocado,10 min./nivel,0,0,ninguno,Sí (inofensivo),"La corteza endurece la piel de una criatura. El efecto otorga un bono de mejora +2 al bono de armadura natural existente de la criatura. Este bono de mejora aumenta en 1 por cada tres niveles de lanzador por encima del 3º, hasta un máximo de +5 al nivel 12. El bono de mejora que proporciona la piel de corteza se acumula con el bono de armadura natural del objetivo, pero no con otros bonos de mejora de la armadura natural. Una criatura sin armadura natural tiene un bono efectivo de armadura natural de +0.",PFRPG Core
La resistencia del oso,Transmutación,,,"Clérigo 2, Oráculo 2, Druida 2, Explorador 2, Hechicero 2, Mago 2, Invocador 2, Invocador Desencadenado 2, Alquimista 2, Mago 2, Bruto de sangre 2, Chamán 2, Psíquico 2, Medium 2",1 Acción estándar,"V, S, M/DF (unos pocos pelos, o una pizca de estiércol, de un oso)",0,Toque,,,criatura tocada,1 min./nivel,0,0,Negaciones de voluntad (inofensivas),Sí,"La criatura afectada obtiene mayor vitalidad y resistencia. El hechizo otorga al sujeto un bono de mejora de +4 a Constitución, que añade los beneficios habituales a puntos de vida, tiradas de salvación de Fortaleza, tiradas de Constitución, y demás. Los puntos de vida obtenidos por un aumento temporal en la puntuación de Constitución no son puntos de vida temporales. Desaparecen cuando la Constitución del sujeto vuelve a la normalidad. No se pierden primero como los puntos de vida temporales.",PFRPG Core
"Resistencia del oso, masa",Transmutación,,,"Clérigo 6, Oráculo 6, Druida 6, Hechicero 6, Mago 6, Invocador 4, Mago 6, Chamán 6, Psíquico 6, Invocador Desencadenado 6",1 Acción estándar,"V, S, M/DF (unos pocos pelos, o una pizca de estiércol, de un oso)",0,Cierre (25 pies + 5 pies/2 niveles),,,"criatura de una sola criatura/nivel, ninguna de las cuales dos puede estar a más de 30 pies de distancia",1 min./nivel,0,0,Negaciones de voluntad (inofensivas),Sí,"La resistencia de Mass Bear funciona como la resistencia de Bear, excepto que afecta a varias criaturas.",PFRPG Core
Forma de Bestia I,Transmutación,polimorfismo,,"Hechicero 3, Mago 3, Alquimista 3, Mago 3, Bruto de sangre 3",1 Acción estándar,"V, S, M (una parte de la criatura cuya forma planeas asumir)",0,Vida personal,,,tú,1 min./nivel,1,0,,,"Cuando lanzas este hechizo, puedes asumir la forma de cualquier criatura pequeña o mediana del tipo animal. Si la forma que asumes tiene alguna de las siguientes habilidades, obtienes la habilidad indicada: escalar 30 pies, volar 30 pies (maniobrabilidad media), nadar 30 pies, visión en la oscuridad 60 pies, visión en poca luz y olfato. Animal pequeño: Si la forma que adoptas es la de un animal pequeño, obtienes un bono de tamaño +2 a tu Destreza y un bono de +1 en armadura natural. Animal Mediano: Si la forma que adoptas es la de un animal Medio, obtienes un bono de tamaño +2 en Fuerza y un bono de armadura natural de +2.",PFRPG Core
Forma de Bestia II,Transmutación,polimorfismo,,"Hechicero 4, Mago 4, Alquimista 4, Mago 4, Bruto de sangre 4",1 Acción estándar,"V, S, M (una parte de la criatura cuya forma planeas asumir)",0,Vida personal,,,tú,1 min./nivel,1,0,,,"Este hechizo funciona como forma de bestia I, excepto que también te permite asumir la forma de una criatura Pequeña o Grande del tipo animal. Si la forma que asumes tiene alguna de las siguientes habilidades, obtienes la habilidad indicada: escalar 60 pies, volar 60 pies (buena maniobrabilidad), nadar 60 pies, visión en la oscuridad 60 pies, visión en poca luz, olfatear, agarrar, saltar y tropezar. Animal Pequeño: Si la forma que adoptas es la de un animal Pequeño, obtienes un bono de tamaño de +4 en Destreza, una penalización de -2 en Fuerza y un bono de +1 en armadura natural. Animal pequeño: Si la forma que adoptas es la de un animal pequeño, obtienes un bono de tamaño +2 a tu Destreza y un bono de +1 en armadura natural. Animal Mediano: Si la forma que adoptas es la de un animal Medio, obtienes un bono de tamaño +2 en Fuerza y un bono de armadura natural de +2. Animal grande: Si la forma que adoptas es la de un animal grande, obtienes un bono de tamaño de +4 en tu Fuerza, una penalización de -2 en tu Destreza y un bono de +4 en armadura natural.",PFRPG Core
